Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Peaks_Wvf,Unit_vs_Temp_CS,Unit_vs_Temp_CS_t,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MA,Unit_Peak_Detection_t,Unit_Drift_TR,Unit_Drif_TR_t,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_t,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_t,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Drift_TR,Chunk_Drift_TR_t
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,0,"(0, 60)",419,2,0.98,1,1.0,1,0,0,7.89,13.06,100,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,1,"(60, 120)",378,2,0.98,1,1.0,1,0,0,7.4,13.21,50,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,2,"(120, 180)",383,2,0.98,1,1.0,1,0,0,7.4,13.29,97,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,3,"(180, 240)",451,2,0.99,1,1.0,1,0,0,8.53,13.19,46,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,4,"(240, 300)",494,2,0.98,1,1.0,1,0,0,9.29,13.18,100,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,5,"(300, 360)",442,2,0.98,1,1.0,1,0,0,8.29,13.26,96,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,6,"(360, 420)",456,2,0.99,1,1.0,1,0,0,8.64,13.2,49,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,7,"(420, 480)",457,2,0.98,1,1.0,1,0,0,8.63,13.13,100,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,8,"(480, 540)",481,2,0.97,1,1.0,1,0,0,9.0,13.13,37,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,9,"(540, 600)",457,2,0.98,1,1.0,1,0,0,8.38,13.2,51,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,10,"(600, 660)",445,2,0.98,1,1.0,1,0,0,8.24,13.13,49,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,11,"(660, 720)",539,2,0.98,1,1.0,1,0,0,10.24,13.1,96,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,12,"(720, 780)",491,2,0.98,1,1.0,1,0,0,9.35,13.08,87,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,13,"(780, 840)",560,2,0.98,1,1.0,1,0,0,10.36,13.15,98,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,14,"(840, 900)",575,2,0.98,1,1.0,1,0,0,10.94,13.16,37,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,15,"(900, 960)",569,2,0.98,1,1.0,1,0,0,10.68,13.2,36,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,16,"(960, 1020)",527,2,0.98,1,1.0,1,0,0,10.34,13.14,43,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,17,"(1020, 1080)",553,2,0.98,1,1.0,1,0,0,10.61,13.23,99,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,18,"(1080, 1140)",596,2,0.98,1,1.0,1,0,0,11.09,13.11,50,0
19-01-16_YC011,29,89,9838,2,0.98,1,0,0,9.32,13.3,,48,0,19,"(1140, 1200)",565,2,0.98,1,1.0,1,0,0,10.66,13.14,48,0
