Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Peaks_Wvf,Unit_vs_Temp_CS,Unit_vs_Temp_CS_t,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MA,Unit_Peak_Detection_t,Unit_Drift_TR,Unit_Drif_TR_t,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_t,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_t,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Drift_TR,Chunk_Drift_TR_t
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,0,"(0, 60)",122,1,0.92,1,0.99,1,0,0,2.16,15.21,100,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,1,"(60, 120)",121,2,0.9,1,0.99,1,0,0,2.27,15.33,42,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,2,"(120, 180)",184,2,0.94,1,0.99,1,0,0,3.41,15.05,76,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,3,"(180, 240)",150,2,0.94,1,1.0,1,0,0,2.7,15.32,49,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,4,"(240, 300)",137,1,0.97,1,0.98,1,0,0,2.58,14.98,42,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,5,"(300, 360)",137,2,0.95,1,1.0,1,0,0,2.51,14.94,99,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,6,"(360, 420)",138,2,0.91,1,0.99,1,0,0,2.51,15.41,22,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,7,"(420, 480)",136,1,0.92,1,1.0,1,0,0,2.55,15.53,33,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,8,"(480, 540)",140,2,0.93,1,1.0,1,0,0,2.5,15.46,32,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,9,"(540, 600)",167,2,0.94,1,1.0,1,0,0,3.05,14.98,73,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,10,"(600, 660)",138,2,0.95,1,1.0,1,0,0,2.5,15.35,30,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,11,"(660, 720)",133,2,0.93,1,0.99,1,0,0,2.51,15.35,37,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,12,"(720, 780)",151,2,0.92,1,1.0,1,0,0,2.71,15.25,25,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,13,"(780, 840)",131,1,0.95,1,1.0,1,0,0,2.4,15.81,26,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,14,"(840, 900)",143,2,0.9,1,0.99,1,0,0,2.6,15.03,22,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,15,"(900, 960)",135,2,0.93,1,1.0,1,0,0,2.45,15.43,11,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,16,"(960, 1020)",144,2,0.91,1,1.0,1,0,0,2.74,15.43,41,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,17,"(1020, 1080)",131,1,0.95,1,1.0,1,0,0,2.35,15.8,43,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,18,"(1080, 1140)",139,1,0.94,1,0.99,1,0,0,2.5,15.42,36,0
19-01-16_YC011,107,202,2806,2,0.94,1,0,0,2.56,15.49,12.48064455986023,31,0,19,"(1140, 1200)",129,1,0.96,1,0.99,1,0,0,2.37,15.57,42,0
